,title,rental price,bedrooms,bathrooms,Area (SF),"latitude,longitude",cats are OK - purrr,dogs are OK - wooof,w/d in unit,wd in unit,laundry in bldg,laundry on site,attached garage,detached garage,carport,furnished,no smoking,wheelchair accessible,lat.,long.,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
1388,"Exquisite Looks, Amazing Amenities by Lafayette Park",3495,1,1.0,,"(37.792089, -122.423366)",1,1,0,0,1,0,1,0,0,0,1,0,37.792089000000004,-122.42336599999999,1.0,rooftop,1830.0,Clay St,San Francisco,CA,San Francisco County,94109.0
1389,Avalon Mission Bay Luxary 1 bedroom Apartment Lease Transfer,3621,1,1.0,677.0,"(37.776333, -122.394035)",1,1,0,1,0,0,1,0,0,0,0,0,37.776333,-122.394035,1.0,nearest_street,301.0,King St,San Francisco,CA,San Francisco County,94158.0
1390,Freshly painted Jr. 1 bd in Pacific Heights!!! -New Pics on Mon!,2695,1,1.0,633.0,"(37.782477, -122.424108)",0,0,0,0,1,0,0,0,0,0,0,0,37.782477,-122.424108,1.0,nearest_street,1000.0,Eddy St,San Francisco,CA,San Francisco County,94109.0
1391,Brick...House! Ultimate Urban Dweller's Escape,2495,1,1.0,,"(37.789046, -122.417541)",1,1,0,0,1,0,0,0,0,0,1,0,37.789046,-122.41754099999999,1.0,rooftop,1209.0,Bush St,San Francisco,CA,San Francisco County,94109.0
1392,Steps From the World's Loveliest Waterfront!,3795,1,1.0,,"(37.80384, -122.435035)",1,1,0,1,0,0,0,0,0,0,1,0,37.80384,-122.43503500000001,1.0,rooftop,1695.0,N Point St,San Francisco,CA,San Francisco County,94123.0
1396,Vintage Polk Street Building with Incredible Amenities,2795,1,1.0,,"(37.786424, -122.419846)",1,1,0,1,0,0,0,0,0,0,1,0,37.786424,-122.41984599999999,1.0,rooftop,1037.0,Polk St,San Francisco,CA,San Francisco County,94109.0
1399,Cozy and Bright studio near GG Park and beach available 11/1/2018,1895,1,1.0,500.0,"(37.77164, -122.504544)",0,0,0,0,0,0,0,0,0,0,0,0,37.771640000000005,-122.504544,1.0,nearest_street,6800.0,Fulton St,San Francisco,CA,San Francisco County,94121.0
1401,Crazy Rich OFFER $95 Deposit IQ + Rent Control. 990GEARY #111.,2695,1,1.0,,"(37.78591, -122.419604)",1,1,0,1,0,0,0,0,0,0,1,0,37.78591,-122.419604,1.0,rooftop,986.0,Polk St,San Francisco,CA,San Francisco County,94109.0
1403,3201 23rd St #103 - $95 Move-In Special - Available Now!,3395,1,1.0,,"(37.75379, -122.41661)",1,1,0,0,0,0,0,0,0,0,1,0,37.75379,-122.41661,1.0,rooftop,3201.0,23rd St,San Francisco,CA,San Francisco County,94110.0
1405,"Chic Urban 1 Bedroom - OPEN HOUSE Saturday, 10/6",3195,1,1.0,,"(37.787397, -122.423416)",1,1,0,1,0,0,0,0,0,0,1,0,37.787397,-122.42341599999999,1.0,rooftop,1400.0,Franklin St,San Francisco,CA,San Francisco County,94109.0
1407,"Historic, Charming Exteriors - OPEN HOUSE Saturday, 10/6",3295,1,1.0,,"(37.787397, -122.423416)",1,1,0,1,0,0,0,0,0,0,1,0,37.787397,-122.42341599999999,1.0,rooftop,1400.0,Franklin St,San Francisco,CA,San Francisco County,94109.0
1410,BEAUTIFULLY LIT PRIVATE ROOM,1760,1,,1300.0,"(37.7509, -122.4153)",0,0,0,1,0,0,0,0,0,0,0,0,37.7509,-122.4153,1.0,rooftop,3258.0,25th St,San Francisco,CA,San Francisco County,94110.0
1413,Quiet Sunny Top Floor Apt w/ Garden View & Deck in 3 Unit Victorian,2750,1,1.0,550.0,"(37.747345, -122.414834)",1,0,0,0,1,0,0,0,0,0,1,0,37.747345,-122.41483400000001,1.0,nearest_street,252.0,Precita Ave,San Francisco,CA,San Francisco County,94110.0
1415,Nob Hill Apt. Walk to FiDi and Union Sq. Parking included. ~ J.Wavro,3700,1,1.0,,"(37.793223, -122.41447)",0,0,0,0,1,0,1,0,0,0,0,0,37.793223,-122.41447,1.0,nearest_street,1300.0,Clay St,San Francisco,CA,San Francisco County,94109.0
1416,Zen RetreatLower Potrero Hill Cool Top Floor Sunny 1 bed hardwd marble,2795,1,1.0,,"(37.754337, -122.405454)",0,0,0,0,0,0,0,0,0,0,1,0,37.754337,-122.405454,1.0,nearest_street,2600.0,23rd St,San Francisco,CA,San Francisco County,94110.0
1417,Top Floor Marina One Bedroom **GREAT LOCATION**OPEN SUNDAY**,3395,1,1.0,850.0,"(37.7999, -122.4342)",0,0,0,0,0,0,0,0,0,0,1,0,37.7999,-122.4342,1.0,rooftop,3130.0,Webster St,San Francisco,CA,San Francisco County,94123.0
1418,Marina One Bedroom **GREAT LOCATION**OPEN SUNDAY**,3195,1,1.0,850.0,"(37.7999, -122.4342)",0,0,0,0,0,0,0,0,0,0,0,0,37.7999,-122.4342,1.0,rooftop,3130.0,Webster St,San Francisco,CA,San Francisco County,94123.0
1419,Large Top Floor Pacific Heights One Bedroom With Amazing Views!!,3650,1,1.0,900.0,"(37.796063, -122.428538)",0,0,0,0,1,0,1,0,0,0,0,0,37.796063000000004,-122.42853799999999,1.0,nearest_street,2600.0,Octavia St,San Francisco,CA,San Francisco County,94123.0
1424,Spacious and fully remodeled 1 bedroom in trophy building,3250,1,1.0,,"(37.79689, -122.414501)",0,0,0,0,1,0,0,0,0,0,1,0,37.796890000000005,-122.414501,1.0,nearest_street,1000.0,Broadway St,San Francisco,CA,San Francisco County,94133.0
1425,Charming Nob Hill One Bedroom with Shared Yard ~ J.Wavro,3495,1,1.0,,"(37.794321, -122.413011)",0,0,0,0,1,0,0,0,0,0,0,0,37.794321000000004,-122.41301100000001,1.0,nearest_street,1300.0,Taylor St,San Francisco,CA,San Francisco County,94108.0
1426,Remodeled unit in great North Beach location,2195,1,1.0,,"(37.794415, -122.419936)",0,0,0,0,1,0,0,0,0,0,1,0,37.794415,-122.419936,1.0,rooftop,1801.0,Larkin St,San Francisco,CA,San Francisco County,94109.0
1427,Remodeled 1 Bedroom in Victorian Building,2850,1,1.0,,"(37.786849, -122.442319)",0,0,0,0,1,0,0,0,0,0,1,0,37.786849,-122.442319,1.0,rooftop,2801.0,Pine St,San Francisco,CA,San Francisco County,94115.0
1428,Fantastic Large 1 bedroom- Union and pierce,3880,1,1.0,,"(37.7999, -122.4342)",1,0,0,0,1,0,0,0,0,0,1,0,37.7999,-122.4342,1.0,rooftop,3130.0,Webster St,San Francisco,CA,San Francisco County,94123.0
1429,Newly Remodeled Beautiful Garden Apartment,2950,1,1.0,500.0,"(37.741332, -122.472353)",0,0,0,0,0,1,0,0,0,0,1,0,37.741332,-122.472353,1.0,nearest_street,2500.0,16th Ave,San Francisco,CA,San Francisco County,94116.0
1431,Remodeled Russian Hill One Bedroom with Valet Parking ~ J.Wavro,5200,1,1.0,,"(37.79868, -122.415572)",0,0,0,0,1,0,0,0,0,0,0,0,37.79868,-122.415572,1.0,nearest_street,1900.0,Jones St,San Francisco,CA,San Francisco County,94133.0
1432,Make Great IMPRESSION in Palatial 601O'Farrell #209. $95 Deposit IQ.,2895,1,1.0,,"(37.785582, -122.414617)",1,1,0,0,1,0,0,0,0,0,1,0,37.785582,-122.41461699999999,1.0,nearest_street,500.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
1436,HUGE PRIVATE BEDROOM & SHARED BATH IN MISSION HOUSE,1760,1,,1300.0,"(37.74532, -122.419204)",0,0,0,1,0,0,0,0,0,0,0,0,37.74532,-122.41920400000001,1.0,rooftop,38.0,Fair Ave,San Francisco,CA,San Francisco County,94110.0
1441,Great Bay and City Views! Parking included. No pets. ~ J.Wavro,3800,1,1.0,,"(37.793223, -122.41447)",0,0,0,0,1,0,1,0,0,0,0,0,37.793223,-122.41447,1.0,nearest_street,1300.0,Clay St,San Francisco,CA,San Francisco County,94109.0
1442,1 Bedroom apt in Beautiful Victorian,2375,1,1.0,412.0,"(37.77534, -122.423846)",0,0,0,0,0,0,0,0,0,0,1,0,37.77534,-122.423846,1.0,rooftop,273.0,Hickory St,San Francisco,CA,San Francisco County,94102.0
1444,1 Bedroom Available in Cow Hollow/Marina,1925,1,,250.0,"(37.797588, -122.431566)",0,0,0,0,0,0,0,0,0,0,1,0,37.797588,-122.43156599999999,1.0,rooftop,1959.0,Union St,San Francisco,CA,San Francisco County,94123.0
1445,Furnished One Bedroom Apartment w/ Balcony and View!,2500,1,1.0,600.0,"(37.754014, -122.443013)",1,1,0,0,0,1,0,0,0,1,1,0,37.754014,-122.443013,1.0,nearest_street,702.0,Corbett Ave,San Francisco,CA,San Francisco County,94131.0
1446,Cozy and quiet brand new unit,2600,1,1.0,650.0,"(37.8002, -122.4091)",1,1,0,0,1,0,1,0,0,0,1,0,37.8002,-122.4091,1.0,rooftop,1560.0,Stockton St,San Francisco,CA,San Francisco County,94133.0
1447,Newly Remodeled Victorian + LARGE Mission Flat + Laundry,4300,1,1.0,,"(37.752796, -122.40913)",1,1,0,1,0,0,0,0,0,0,1,0,37.752796000000004,-122.40913,1.0,nearest_street,2850.0,24th St,San Francisco,CA,San Francisco County,94110.0
1448,"$4000 / 1br - GARDEN APT 1BR/1BA in beautiful Victorian, great locatio",4000,1,1.0,,"(37.792472, -122.434558)",0,0,0,1,0,0,0,0,0,0,1,0,37.792472,-122.43455800000001,1.0,nearest_street,2400.0,Jackson St,San Francisco,CA,San Francisco County,94115.0
1451,Fulton & Steiner/Great Location!Pets Ok!W&D/$95 Move In Special!,3895,1,1.0,,"(37.777507, -122.433085)",1,1,0,1,0,0,0,0,0,0,1,0,37.777507,-122.433085,1.0,rooftop,898.0,Steiner St,San Francisco,CA,San Francisco County,94117.0
1452,Divisadero & North Point/ Pets Ok/Top Floor!/ $95 Move In Special!,4195,1,1.0,521.0,"(37.802411, -122.44334)",1,1,0,1,0,0,0,0,0,0,1,0,37.802411,-122.44333999999999,1.0,rooftop,3544.0,Divisadero St,San Francisco,CA,San Francisco County,94123.0
1456,"Sunny Potrero Hill 4 room Apt w/Big Private Sundeck, Pet Ok, Laundry",3550,1,1.0,900.0,"(37.752869, -122.401471)",1,1,0,1,0,0,0,0,0,0,1,0,37.752869,-122.401471,1.0,rooftop,1324.0,Rhode Island St,San Francisco,CA,San Francisco County,94107.0
1457,Clay & Franklin/Available Now!Pets Ok!Top FL/$95 Move In Special!,3495,1,1.0,510.0,"(37.792089, -122.423366)",1,1,0,0,1,0,1,0,0,0,1,0,37.792089000000004,-122.42336599999999,1.0,rooftop,1830.0,Clay St,San Francisco,CA,San Francisco County,94109.0
1458,Pine & Powell/Close to DwnTwn/Available Now!$95 Move In Special!,3795,1,1.0,,"(37.791038, -122.409379)",1,1,0,1,0,0,0,0,0,0,1,0,37.791038,-122.409379,1.0,rooftop,821.0,Pine St,San Francisco,CA,San Francisco County,94108.0
1462,**NEWLY RENOVATED WITH VIEWS AND A GREAT LOCATION**,2699,1,1.0,,"(37.762522, -122.436898)",0,0,0,0,1,0,1,0,0,0,1,0,37.762522,-122.436898,1.0,rooftop,4068.0,17th St,San Francisco,CA,San Francisco County,94114.0
1463,1  bedroom great inner mission  *Very good location*,2495,1,1.0,,"(37.76912, -122.420204)",0,0,0,0,1,0,0,0,0,1,0,0,37.76912,-122.420204,1.0,rooftop,1754.0,Mission St,San Francisco,CA,San Francisco County,94103.0
1467,experience true loft sophistication,3700,1,1.5,1052.0,"(37.778017, -122.409337)",0,1,0,1,0,0,1,0,0,1,0,0,37.778017,-122.40933700000001,1.0,rooftop,1098.0,Howard St,San Francisco,CA,San Francisco County,94103.0
1468,takes advantage of the breath taking views,3600,1,2.0,1072.0,"(37.79868, -122.415572)",0,1,0,1,0,0,1,0,0,1,0,0,37.79868,-122.415572,1.0,nearest_street,1900.0,Jones St,San Francisco,CA,San Francisco County,94133.0
1469,Dogpatch 1 Bedroom Apartment,3800,1,1.0,680.0,"(37.763672, -122.388793)",1,1,0,1,0,0,1,0,0,0,1,1,37.763672,-122.38879299999999,1.0,rooftop,2030.0,3rd St,San Francisco,CA,San Francisco County,94107.0
1470,residence community to live,3400,1,1.0,760.0,"(37.775873, -122.408947)",0,1,0,1,0,0,1,0,0,1,0,0,37.775873,-122.408947,1.0,nearest_street,1148.0,Folsom St,San Francisco,CA,San Francisco County,94103.0
1471,"MAGNIFICENT, PANORAMIC VIEW -- LOCATED IN LOWER TWIN PEAKS",3280,1,1.0,712.0,"(37.758722, -122.446021)",0,0,0,0,1,0,0,0,0,0,1,0,37.758722,-122.446021,1.0,nearest_street,400.0,Corbett Ave,San Francisco,CA,San Francisco County,94114.0
1473,3495 Really NOB HILL Spacious 1-Bedroom W/Patio/Garden,3495,1,1.0,750.0,"(37.79468, -122.413487)",0,0,0,0,1,0,1,0,0,0,1,0,37.79468,-122.41348700000002,1.0,rooftop,1329.0,Taylor St,San Francisco,CA,San Francisco County,94108.0
1474,$3695 Really Really NOB HILL ..Great VIEWS...Very Spacious 1-Bedroom,3695,1,1.0,750.0,"(37.794596, -122.414968)",0,0,0,0,1,0,0,1,0,0,0,0,37.794596000000006,-122.41496799999999,1.0,rooftop,1447.0,Jones St,San Francisco,CA,San Francisco County,94109.0
1475,nicely remodeled 1 bedroom apt,2000,1,1.0,,"(37.793483, -122.408037)",0,0,0,0,0,0,0,0,0,0,0,0,37.793483,-122.40803700000001,1.0,rooftop,829.0,Stockton St,San Francisco,CA,San Francisco County,94108.0
1479,Large and amazing top-floor flat in Noe Valley!,4395,1,1.0,,"(37.7587, -122.433)",1,0,0,0,0,0,0,0,0,0,0,0,37.7587,-122.43299999999999,1.0,rooftop,618.0,Noe St,San Francisco,CA,San Francisco County,94114.0
1481,"large room right by SFSU, easy transit to downtown city, easy parking",1160,1,0.0,,"(37.723315, -122.474289)",0,0,0,0,0,1,0,0,0,0,0,0,37.723315,-122.47428899999998,1.0,rooftop,87.0,Denslowe Dr,San Francisco,CA,San Francisco County,94132.0
1483,"RECENTLY REMODELED TOP FL UNIT w/fabulous view, hdwd fl, pkg, laundry",3375,1,1.0,,"(37.798112, -122.442468)",0,0,0,0,1,0,1,0,0,0,1,0,37.798111999999996,-122.44246799999999,1.0,nearest_street,3100.0,Divisadero St,San Francisco,CA,San Francisco County,94123.0
1484,One Bedroom One Bath Apartment with Parking & Private Backyard,2500,1,1.0,785.0,"(37.72495, -122.461211)",0,0,0,0,1,0,1,0,0,0,1,0,37.72495,-122.461211,1.0,nearest_street,1801.0,Ocean Ave,San Francisco,CA,San Francisco County,94112.0
1485,Large Top Floor Edwardian 1bd; Hardwood Floors,3400,1,1.0,,"(37.752241, -122.421813)",1,0,0,0,1,0,1,0,0,0,0,0,37.752241,-122.42181299999999,1.0,rooftop,3502.0,24th St,San Francisco,CA,San Francisco County,94110.0
1486,Remodeled Apartment in a Queen Anne Victorian,3650,1,1.0,,"(37.774762, -122.432114)",0,0,0,1,0,0,0,0,0,0,1,0,37.774762,-122.43211399999998,1.0,rooftop,590.0,Steiner St,San Francisco,CA,San Francisco County,94117.0
1487,"One Bedroom, Lower Nob Hill, easy walk to Union Square",2500,1,1.0,,"(37.788378, -122.414732)",0,0,0,0,0,0,0,0,0,0,1,0,37.788378,-122.414732,1.0,rooftop,873.0,Sutter St,San Francisco,CA,San Francisco County,94109.0
1488,"LIKE A 2 BDRM,3RD FL,COZY, NEW HWFL,LIGHTED,OFF ST, 2 BLK TO UN. SQ!",2425,1,1.0,,"(37.789955, -122.410399)",0,0,0,0,0,1,0,0,0,0,1,0,37.789955,-122.410399,1.0,rooftop,700.0,Mason St,San Francisco,CA,San Francisco County,94108.0
1490,"10th Ave & Cabrillo, remodeled, 1 BR/1 BA with parking for rent...",2600,1,1.0,,"(37.776087, -122.468224)",0,0,0,0,1,0,1,0,0,0,1,0,37.776087,-122.46822399999999,1.0,rooftop,656.0,10th Ave,San Francisco,CA,San Francisco County,94118.0
1492,Great Location for Commuters! | Spacious Layout | 617 Natoma,2395,1,1.0,,"(37.778129, -122.4103)",0,0,0,0,1,0,0,0,0,0,1,0,37.778129,-122.4103,1.0,rooftop,612.0,Natoma St,San Francisco,CA,San Francisco County,94103.0
1493,Private Balcony! | Laundry in Building | Dishwasher! | 1761 Vallejo,3195,1,1.0,,"(37.796353, -122.426256)",1,1,0,0,1,0,0,0,1,1,1,0,37.796353,-122.42625600000001,1.0,rooftop,1776.0,Vallejo St,San Francisco,CA,San Francisco County,94123.0
1495,Easy Commute Downtown | Walk to Bart! | Open Floorplan | 85 Richland,2550,1,1.0,,"(37.736175, -122.425603)",0,0,0,0,0,0,0,0,0,0,1,0,37.736175,-122.42560300000001,1.0,rooftop,45.0,Richland Ave,San Francisco,CA,San Francisco County,94110.0
1496,A DEFINITE MUST SEE!!!,2800,1,1.0,650.0,"(37.7309, -122.3886)",1,1,0,0,0,0,1,0,0,0,0,0,37.7309,-122.3886,1.0,rooftop,1516.0,Revere Ave,San Francisco,CA,San Francisco County,94124.0
1499,"Jr. 1 BD, Marina",2275,1,1.0,,"(37.799765, -122.444516)",0,0,0,0,0,0,0,0,0,0,1,0,37.799765,-122.444516,1.0,nearest_street,2500.0,Chestnut St,San Francisco,CA,San Francisco County,94123.0
1501,EXTRA LARGE 1 BDRM w/ WALK-IN CLOSET NEAR SF MOMA,3880,1,1.0,950.0,"(37.783785, -122.39893)",0,0,0,1,0,0,0,0,0,0,1,0,37.783784999999995,-122.39893000000001,1.0,nearest_street,300.0,3rd St,San Francisco,CA,San Francisco County,94107.0
1502,CHIC NOE HILL (incl utilities ),4900,1,1.0,600.0,"(37.759423, -122.432638)",1,1,0,0,1,0,1,0,0,1,1,0,37.759423,-122.43263799999998,1.0,nearest_street,4000.0,19th St,San Francisco,CA,San Francisco County,94114.0
1503,1 Bedroom in the Haight with Parking,2800,1,1.0,,"(37.768696, -122.446668)",0,0,0,0,0,1,0,0,0,0,1,0,37.768696000000006,-122.44666799999999,1.0,rooftop,715.0,Ashbury St,San Francisco,CA,San Francisco County,94117.0
1507,Perfectly remodeled 1 Bed rooms,3000,1,1.0,,"(37.738658, -122.429315)",0,0,0,0,0,1,1,0,0,0,0,0,37.738658,-122.42931499999999,1.0,rooftop,2.0,Everson St,San Francisco,CA,San Francisco County,94131.0
1508,Bright unit,1700,1,1.0,,"(37.77677, -122.496185)",0,0,0,0,0,0,0,0,0,0,1,0,37.77677,-122.49618500000001,1.0,rooftop,642.0,36th Ave,San Francisco,CA,San Francisco County,94121.0
1510,Newly renovated apartment,2495,1,1.0,,"(37.7593, -122.4836)",0,0,0,0,0,0,0,0,0,1,0,0,37.7593,-122.4836,1.0,rooftop,2115.0,Kirkham St,San Francisco,CA,San Francisco County,94122.0
1513,"Cozy 1BR, very good location, rent including utilities",2290,1,0.0,,"(37.775715, -122.497319)",0,0,0,0,0,0,0,0,0,0,0,0,37.775715000000005,-122.49731899999999,1.0,nearest_street,3600.0,Balboa St,San Francisco,CA,San Francisco County,94121.0
1515,OPEN HOUSE 10/6 @ 10am! Junior 1br in Lower Nob Hill!,2650,1,1.0,,"(37.786749, -122.414853)",0,0,0,0,1,0,0,0,0,0,1,0,37.786749,-122.41485300000001,1.0,rooftop,696.0,Geary St,San Francisco,CA,San Francisco County,94109.0
1516,OPEN HOUSE Saturday 10/6 @ 10am 1br in Lower Nob Hill!,2650,1,1.0,,"(37.786749, -122.414853)",0,0,0,0,1,0,0,0,0,0,1,0,37.786749,-122.41485300000001,1.0,rooftop,696.0,Geary St,San Francisco,CA,San Francisco County,94109.0
1519,Open noon-3 Saturday - Remodeled sunny North Beach apartment,2700,1,1.0,510.0,"(37.801328, -122.407405)",0,0,0,0,0,0,0,0,0,0,1,0,37.801328000000005,-122.40740500000001,1.0,rooftop,17.0,Bob Kaufman Aly,San Francisco,CA,San Francisco County,94133.0
1522,"$4000 / 1br - GARDEN APT 1BR/1BA in beautiful Victorian, great locatio",4000,1,1.0,,"(37.792472, -122.434558)",0,0,0,1,0,0,0,0,0,0,0,0,37.792472,-122.43455800000001,1.0,nearest_street,2400.0,Jackson St,San Francisco,CA,San Francisco County,94115.0
1531,*** Great Location/Top Floor One-Bedroom w/ Views***,3700,1,1.0,,"(37.793015, -122.444843)",0,0,0,0,1,0,0,0,0,0,1,0,37.793015000000004,-122.44484299999999,1.0,nearest_street,2900.0,Broadway St,San Francisco,CA,San Francisco County,94115.0
1532,North Point & Webster/Pets Ok!Available Now!Top FL$95 Move In Special!,4495,1,1.0,840.0,"(37.803969, -122.435031)",1,1,0,0,1,0,0,0,0,0,1,0,37.803969,-122.43503100000001,1.0,rooftop,1690.0,N Point St,San Francisco,CA,San Francisco County,94123.0
1538,Exceptional High Floor 1BD/1BA W/ Dramatic Views & Parking Available,5495,1,1.0,1350.0,"(37.799414, -122.417385)",0,0,0,0,1,0,1,0,0,0,1,0,37.799414,-122.41738500000001,1.0,nearest_street,2000.0,Leavenworth St,San Francisco,CA,San Francisco County,94133.0
1539,"Cute, Outdoor Garden, Nice and Cozy",3095,1,1.0,600.0,"(37.7621, -122.3971)",0,0,0,1,0,0,0,0,0,0,1,0,37.7621,-122.3971,1.0,rooftop,331.0,Connecticut St,San Francisco,CA,San Francisco County,94107.0
1541,"Renovated 1BR, Walking distance GGPark,Ocean,Transportation, Grocery",2300,1,1.0,,"(37.761436, -122.505133)",0,0,0,0,0,0,0,0,0,0,1,0,37.761435999999996,-122.505133,1.0,rooftop,1337.0,45th Ave,San Francisco,CA,San Francisco County,94122.0
1546,10/7 OPEN HOUSE - LOCATION! LOCATION! LOCATION! INNER SUNSET IRVING ST,2500,1,1.0,,"(37.763971, -122.467819)",0,0,0,0,0,0,0,0,0,0,1,0,37.763971000000005,-122.46781899999999,1.0,rooftop,925.0,Irving St,San Francisco,CA,San Francisco County,94122.0
1552,VIEW THE HILLS AND THE MISSION FROM A BOUTIQUE APARTMENT ON MARKET!,3850,1,1.0,682.0,"(37.771429, -122.424061)",1,1,0,1,0,0,1,0,0,0,1,1,37.771429,-122.42406100000001,1.0,rooftop,1834.0,Market St,San Francisco,CA,San Francisco County,94102.0
1553,Beautiful Remodeled Small One Bedroom,2400,1,1.0,,"(37.788178, -122.416827)",0,0,0,0,0,0,0,0,0,0,0,0,37.788178,-122.416827,1.0,nearest_street,800.0,Hyde St,San Francisco,CA,San Francisco County,94109.0
1554,$3500 / 1br - 745ft2 - BEAUTIFUL SPACIOUS 1 BEDROOM 1 BATH IN BAY CRES,3500,1,1.0,745.0,"(37.788135, -122.390319)",0,0,0,1,0,0,1,0,0,1,1,1,37.788135,-122.39031899999999,1.0,nearest_street,400.0,Main St,San Francisco,CA,San Francisco County,94105.0
1555,BEAUTIFUL SPACIOUS 1 BEDROOM 1 BATH IN BAY CREST WITH SECURED PARKING,3600,1,1.0,745.0,"(37.788135, -122.390319)",0,0,0,1,0,0,1,0,0,1,1,1,37.788135,-122.39031899999999,1.0,nearest_street,400.0,Main St,San Francisco,CA,San Francisco County,94105.0
1556,Luxury Rooms In Nob Hill Move-In Ready!,1945,1,1.0,,"(37.79072, -122.41875)",1,1,0,0,1,0,0,0,0,0,0,0,37.79072,-122.41875,1.0,rooftop,1499.0,California St,San Francisco,CA,San Francisco County,94109.0
1564,Newer - TOP FL! W/D in unit! Parking avail! OPEN SAT 10/6,3195,1,1.0,625.0,"(37.789701, -122.419853)",0,0,0,1,0,0,1,0,0,0,1,0,37.789701,-122.419853,1.0,rooftop,1465.0,Pine St,San Francisco,CA,San Francisco County,94109.0
1565,Fabulous Large Studio in the Marina,2300,1,1.0,,"(37.800705, -122.444636)",0,0,0,0,1,0,1,0,0,0,1,0,37.800705,-122.44463600000002,1.0,rooftop,2390.0,Francisco St,San Francisco,CA,San Francisco County,94123.0
1568,"777 Arguello Blvd #104, San Francisco",2650,1,1.0,,"(37.776511, -122.458698)",0,0,0,0,1,0,1,0,0,0,1,0,37.776511,-122.458698,1.0,rooftop,749.0,Arguello Blvd,San Francisco,CA,San Francisco County,94118.0
1570,Updated 1BD/1BA - OPEN SUN-Views from your deck plus 2 parking spaces!,2875,1,1.0,,"(37.750545, -122.446446)",0,0,0,0,1,0,1,0,0,0,1,0,37.750545,-122.446446,1.0,rooftop,40.0,Crestline Dr,San Francisco,CA,San Francisco County,94131.0
1572,Beautiful Remodeled 1-Bedroom with new Stainless Appliances and Views,3095,1,1.0,,"(37.795373, -122.413387)",0,0,0,0,1,0,1,0,0,0,1,0,37.795373,-122.41338700000001,1.0,rooftop,1100.0,Jackson St,San Francisco,CA,San Francisco County,94133.0
1574,Sweet 60's top floor. Prkng incl!,2225,1,1.0,,"(37.76452, -122.478414)",0,0,0,0,0,0,0,0,0,0,1,0,37.764520000000005,-122.47841399999999,1.0,rooftop,1245.0,20th Ave,San Francisco,CA,San Francisco County,94122.0
1578,Newly Remodeled Spacious One Bedroom,2950,1,1.0,,"(37.7621, -122.3971)",0,0,0,0,0,0,0,0,0,0,1,0,37.7621,-122.3971,1.0,rooftop,331.0,Connecticut St,San Francisco,CA,San Francisco County,94107.0
1579,Cozy Newly Remodeled 1 Bedroom,2050,1,1.0,,"(37.709949, -122.452262)",0,0,0,0,1,0,0,0,0,0,1,0,37.709949,-122.452262,1.0,rooftop,922.0,Huron Ave,San Francisco,CA,San Francisco County,94112.0
1580,Newly Re-modeled 1 Bedroom,2950,1,1.0,,"(37.798301, -122.403879)",0,0,0,0,0,0,0,0,0,0,0,0,37.798301,-122.403879,1.0,rooftop,1010.0,Montgomery St,San Francisco,CA,San Francisco County,94133.0
1582,Newly Remodeled 1 Bedroom/1Bath Plus Office on Dolores Street,3750,1,1.0,,"(37.765939, -122.426507)",0,0,0,0,1,0,0,0,0,0,1,0,37.765939,-122.426507,1.0,rooftop,225.0,Dolores St,San Francisco,CA,San Francisco County,94103.0
1583,Jumbo top floor NOPA 1 bedroom unit with park views and great storage,3200,1,1.0,,"(37.777601, -122.452691)",0,0,0,0,0,0,0,0,0,0,1,0,37.777601000000004,-122.45269099999999,1.0,rooftop,2865.0,Turk Blvd,San Francisco,CA,San Francisco County,94118.0
1584,Cozy One Bedroom Unit with Parking on Judah ST/9th Ave,2580,1,1.0,,"(37.762208, -122.465441)",0,0,0,0,1,0,1,0,0,0,1,0,37.762208,-122.465441,1.0,rooftop,1391.0,8th Ave,San Francisco,CA,San Francisco County,94122.0
1591,Bayside Village 1BDR with 1BA avail Oct - parking av,1960,1,1.0,1000.0,"(37.783752, -122.389664)",0,0,0,0,1,0,0,0,1,0,1,0,37.783752,-122.389664,1.0,rooftop,200.0,Brannan St,San Francisco,CA,San Francisco County,94107.0
1592,37th Floor 1 Bedroom W/Fantastic City View!,4375,1,1.0,730.0,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1,37.787295,-122.392719,1.0,rooftop,350.0,Fremont St,San Francisco,CA,San Francisco County,94105.0
1593,Top floor | 1 block from Dolores Park,3495,1,1.0,,"(37.759231, -122.423615)",1,0,0,0,1,0,0,0,0,0,1,0,37.759231,-122.42361499999998,1.0,rooftop,744.0,Guerrero St,San Francisco,CA,San Francisco County,94110.0
1594,"Large bedroom with PRIVATE BATH & FURNISHED in Russian Hill, SF",1850,1,1.0,,"(37.798442, -122.417456)",0,0,0,1,0,0,0,0,0,0,0,0,37.798442,-122.417456,1.0,rooftop,1907.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
1601,32nd Floor Unique 1 Bedroom!,4161,1,1.0,730.0,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1,37.787295,-122.392719,1.0,rooftop,350.0,Fremont St,San Francisco,CA,San Francisco County,94105.0
