title,rental price,bedrooms,bathrooms,Area (SF),"latitude,longitude",cats are OK - purrr,dogs are OK - wooof,w/d in unit,wd in unit,laundry in bldg,laundry on site,attached garage,detached garage,carport,furnished,no smoking,wheelchair accessible
!! 1 BEDROOM IN QUITE BUILDING AND NEIGHBORHOOD !! LOWERED!!,2595,1,1,,"(37.789029, -122.41768)",0,0,0,0,1,0,0,0,0,0,1,0
Huge 1 bedroom in prime Pacific Heights on Broadway Street (PHOTOS)!!,3995,1,1,,"(37.795376, -122.426231)",0,0,0,0,1,0,1,0,0,0,1,0
Judah & 9th Ave/Pets Ok!Available Now!$95 Move In Special!,3095,1,1,,"(37.762198, -122.465659)",1,1,0,1,0,0,0,0,0,0,1,0
Pet-Friendly Hayes Valley Classic in the Heart of It All,4595,2,1,,"(37.77089, -122.42514)",1,1,0,0,1,0,0,0,0,0,1,0
Taylor & Jackson St/W&D!/Pets Ok/$95 Move In Special!,5995,2,2,,"(37.795037, -122.413155)",1,1,0,1,0,0,0,0,0,0,1,0
Golden Gate & Broderick/Available Now/Pets Ok/$95 Move In Special,3995,2,1,,"(37.778472, -122.440517)",1,1,0,1,0,0,0,0,0,0,1,0
Divisadero & North Point/ Pets Ok/Top Floor!/ $95 Move In Special!,7495,3,3,1100,"(37.802411, -122.44334)",1,1,0,1,0,0,0,0,0,0,1,0
"Spacious 2BR, 1BA, w/In-Unit Washer/Dryer OPEN HOUSE 10/6+7!",3950,2,1,750,"(37.768898, -122.433545)",0,0,0,1,0,0,0,0,0,0,1,0
Beautiful Apartment for Rent,3250,1,1,740,"(37.759078, -122.4228)",1,1,0,0,1,0,0,0,0,0,0,0
"獨1房PRIVATE 1RM next to SFSU, CCSF & BART",1488,1,1,,"(37.6247, -122.429)",0,0,0,0,0,0,0,0,0,0,1,0
Rise Above the Downtown Bustle - Nob Hill High,3095,1,1,,"(37.792709, -122.418504)",1,1,0,0,1,0,0,0,0,0,1,0
Zip Down 101 in a Flash in Lower Pac Heights Dream Home,4195,2,2,,"(37.787254, -122.424075)",1,1,0,0,1,0,0,0,0,0,1,0
Warm and bright 1BR/1BA with new kitchen and bath,2800,1,1,650,"(37.746535, -122.426933)",0,0,0,0,0,0,0,0,0,0,1,0
"GARDEN APT 1BR/1BA in beautiful Victorian, great location off FILLMORE",4000,1,1,,"(37.792472, -122.434558)",0,0,0,1,0,0,0,0,0,0,0,0
!! Stylish 1BD 1BR Den Large Exclusive Patio !!,2850,1,1,752,"(37.7621, -122.3971)",1,1,0,0,0,0,0,0,0,1,0,0
Spacious 1 Bed 1 Bath Private Patio One Car Parking,3000,1,1,838,"(37.7621, -122.3971)",1,1,0,0,0,0,0,0,0,1,0,0
"Artistic bespoke lighting, Chef's kitchen and bar*Up to Six Weeks Free",3975,1,1,,"(37.787137, -122.396691)",0,0,0,1,0,0,1,0,0,0,0,0
LARGE 1BR/1BA w/PERIOD DETAILS PRIME PACIFIC HEIGHTS LOCATION,3800,1,1,,"(37.791715, -122.434758)",0,0,0,0,1,0,0,0,0,0,0,0
"Large, Central, onebedroom , great roommate unit(Sat /Sun,open house)",3250,1,0,750,"(37.775915, -122.421989)",0,0,0,0,1,0,0,0,0,0,0,0
Two-Bedroom Apartment off 8th and Market,4049,2,1,,"(37.7784, -122.414342)",0,0,0,0,0,1,0,0,0,0,1,0
Cherished Historical Building with Modern Twist From the '30s,5995,2,2,,"(37.795037, -122.413155)",1,1,0,1,0,0,0,0,0,0,1,0
"Massive, Peaceful Single Family Home!",4500,3,3.5,1365,"(37.779642, -122.494532)",1,1,0,1,0,0,1,0,0,0,1,0
Large 3bd/2ba Full Floor Flat...Remodeled with Lots of Natural Light,5995,3,2,1400,"(37.792343, -122.414293)",1,0,0,1,0,0,1,0,0,1,1,0
Luxury 3bd/2ba Flat | Upgraded | Spacious |  Prime Inner Sunset,4995,3,2,1700,"(37.760358, -122.464981)",0,0,0,0,1,0,0,0,0,0,0,0
Rare Find | Spacious | Fully updated 3bd/2ba Flat by UCSF,4995,3,2,1700,"(37.760358, -122.464981)",0,0,0,0,1,0,0,0,0,0,0,0
"MUST SEE: Modern 3 Bdr/2 BA Top Floor Flat blocks from UCSF, N Judah",4995,3,2,1700,"(37.760405, -122.463912)",0,0,0,0,0,1,1,0,0,0,0,0
Russian Hill Scene-Stealer with Incredible Views!,4895,2,2,,"(37.801506, -122.423236)",1,1,0,1,0,0,0,0,0,0,1,0
Live Your Legacy at Stunning Historical Hillside Manor,4095,1,1,,"(37.794679, -122.413083)",1,1,0,0,1,0,0,0,0,0,1,0
New Apartment!!! Ready to rent Today!! 2499 1 Bedroom 1 Bath 1x1,2499,1,1,637,"(37.772144, -122.23072)",1,1,0,1,0,0,1,0,0,0,1,1
New Apartment!!! Ready to rent Today!! 2499 1 Bedroom 1 Bath 1x1,2499,1,1,637,"(37.772144, -122.23072)",1,1,0,1,0,0,1,0,0,0,1,1
Beautiful Nob Hill One Bedroom with Coit Tower View ~ J.Wavro,3695,1,1,,"(37.794321, -122.413011)",0,0,0,0,1,0,0,0,0,0,0,0
Mission District 1 Bedroom Apartment For Rent,2600,1,1,,"(37.755529, -122.416011)",0,0,0,0,1,0,0,0,0,0,1,0
Beautiful city and water views from your apartment home!,3234,1,1,,"(37.791982, -122.424207)",0,0,0,0,1,0,1,0,0,1,0,0
318 Alemany Blvd #1A - Beautiful & Elegant 1BD 1BA in Bernal Heights,1895,1,1,,"(37.734374, -122.411586)",0,0,0,0,0,0,0,0,0,0,1,0
**^One of the Best 2 beds 2 baths Luxury Condo ^**,3455,2,2,1290,"(37.7694, -122.3867)",1,1,0,0,0,0,0,0,0,1,0,0
Pine & Powell/Available Now/Pets Ok/ $95 Move In Special!,3795,1,1,,"(37.791017, -122.409547)",1,1,0,1,0,0,0,0,0,0,1,0
Classic San Franciscan Architecture In The Heart Of Nob Hill,4195,2,1,,"(37.790544, -122.413276)",1,1,0,0,1,0,0,0,0,0,1,0
Lupine @ Wood/Available Now/Pets Ok/Great Location!$95 Move In Special,3495,1,1,,"(37.783752, -122.447927)",1,1,0,0,1,0,0,0,0,0,1,0
Get the Most of this Sleek & Classy 2BR in SOMA!,4495,2,1,,"(37.773192, -122.417386)",1,1,0,0,0,0,0,0,0,0,1,0
1-2 bedroom One of a kind top floor of a cottage Open Sat 12-12:30pm,2995,2,1,600,"(37.784104, -122.444727)",1,0,0,0,1,0,0,0,0,0,0,0
"Jonior one bedroom, one bath on Sacramento St. in Presidio Heights",2200,1,1,,"(37.786928, -122.456875)",1,0,0,0,0,0,0,0,0,0,1,0
2 Bedroom 1 Bath Prime location,3500,2,1,,"(37.7812, -122.4614)",0,0,0,0,0,0,0,0,0,0,1,0
"Amazing View, Garage Parking, Fantastic Unit",3995,1,1,,"(37.803613, -122.409174)",0,0,0,0,1,0,1,0,0,0,0,0
"A CUT ABOVE: Brings together a sophisticated, stylish, modern...",5495,3,2,1400,"(37.77727, -122.411388)",0,0,0,1,0,0,0,0,0,1,0,0
HUGE BRIGHT UPDATED 1450 sq/ft 2BR/1BA Top Flr Heart of Mission Apt,5250,2,1,1450,"(37.76471, -122.425316)",0,0,0,1,0,0,0,0,1,1,1,0
Jewel quiet rear apartment yet near shop/muni/park/club,3950,3,1,,"(37.782849, -122.466563)",1,1,0,0,1,0,0,0,0,0,0,0
"G8 price, ocean/golf view, bright, HUGE 1bd/1ba apt, 20 min SF/MP/Bart",3250,1,1,950,"(37.629835, -122.493585)",0,0,0,0,0,1,0,0,0,0,1,0
Recently Renovated kitchen and bathrooms! Parking available! ~ J.Wavro,6650,3,2,,"(37.789941, -122.44733)",1,1,0,1,0,0,1,0,0,0,0,0
Get Special Treatment at Nob Hill Enchanter - Photos to Come!,4495,1,1,,"(37.791097, -122.408913)",1,1,0,1,0,0,0,0,0,0,1,0
Channel Your Inner Don Draper in This Updated '60s Mod Classic,4895,2,1,,"(37.748664, -122.438308)",1,1,0,1,0,0,0,0,0,0,1,0
Amazing Location 2BR in Marina w/ Views of GG Bridge - Open Sat 10:30,3800,2,1,,"(37.801172, -122.432048)",0,0,0,0,0,0,0,0,0,0,0,0
Art-Deco Building has a Vintage charm...Hardwood floors..,3995,1,1,,"(37.795316, -122.4267)",1,0,0,0,1,0,0,0,0,0,0,0
Bring Your Pet and Lounge on the Patio or at the Park,3995,1,1,,"(37.774467, -122.435979)",1,1,0,1,0,0,0,0,0,0,1,0
"NOPA TOWNHOME 2 BEDROOM 2.5 BATH 1,900 SQ FT. W/ 2 CAR ATTACHED GARAGE",6750,2,2.5,1900,"(37.780373, -122.440589)",0,0,0,1,0,0,1,0,0,0,1,0
Sunny spacious bedroom with its own deck facing the beach and backyard,1450,1,,180,"(37.756599, -122.507805)",0,0,0,0,1,0,1,0,0,0,1,0
This Victorian Baby Blue Will Make You Swoon!,5195,3,1,,"(37.769456, -122.429128)",1,1,0,1,0,0,0,0,0,0,1,0
"Get Cultured in Historic, Beloved Hayes Valley - Photos to Come!",3695,1,1,,"(37.771239, -122.42521)",1,1,0,1,0,0,0,0,0,0,1,0
Junior 1 bedroom inlaw apt,1500,1,1,,"(37.719, -122.4096)",1,0,0,0,0,0,0,0,0,0,0,0
Wow! This Space is Ginormous and Beautiful - Pac Heights,4995,2,2,,"(37.791418, -122.442827)",1,1,0,0,1,0,0,0,0,0,1,0
Clay & Hyde/Pets Ok/Available Now!Great Location!$95 Move In Special!,3095,1,1,420,"(37.792709, -122.418504)",1,1,0,0,1,0,0,0,0,0,1,0
Buchanan & Haight/Remodeled/Pets Ok!$95 Move In Special!,4595,2,2,,"(37.772525, -122.427158)",1,1,0,1,0,0,0,0,0,0,1,0
Romolo & Grant/Available Now/Great Location/ $95 Move In Special!,3495,1,1,,"(37.798207, -122.406292)",1,1,0,0,1,0,0,0,0,0,1,0
Laguna & Waller/Duboce/Available Now!Pets Ok! $95 Move In Special!,4095,2,1,,"(37.77089, -122.42514)",1,1,0,0,1,0,0,0,0,0,1,0
Bright and Airy Floor Plan in Pac Heights!,4395,2,1.5,,"(37.788427, -122.440511)",1,1,0,0,1,0,0,0,0,0,1,0
Laguna & Waller/Duboce/Available Now!Pets Ok! $95 Move In Special!,4495,2,1,,"(37.77089, -122.42514)",1,1,0,0,1,0,0,0,0,0,1,0
Sutter & Gough/Available Now!Pets Ok/ $95 Move In Special!,4195,2,2,,"(37.787254, -122.424075)",1,1,0,0,1,0,0,0,0,0,1,0
Sutter & Presidio/Available Now/Pets Ok/$95 Move In Special!,4395,2,2,,"(37.784551, -122.445351)",1,1,0,0,1,0,0,0,0,0,1,0
Dolores & 24th/Available Now/Pets Ok/ $95 Move In Special!,4795,2,1,,"(37.752393, -122.425264)",1,1,0,1,0,0,0,0,0,0,1,0
Franklin & Ellis St./Available Now/Pets Ok! $95 Move In Special!,3695,1,1,836,"(37.78317, -122.422562)",1,1,0,1,0,0,0,0,0,0,1,0
Sacramento & Polk/Available Now!Great Location!Pets Ok!,3095,1,1,,"(37.791581, -122.420199)",1,1,0,0,0,0,0,0,0,0,1,0
Clay & Franklin/Available Now!Pets Ok!$95 Move In Special!,4295,2,1,,"(37.792089, -122.423366)",1,1,0,1,0,0,1,0,0,0,1,0
"Modernly Furnished, Spacious 2BR, 7min away from Union Square (50)",5590,2,2,1300,"(37.778418, -122.403696)",0,0,0,1,0,0,0,0,0,1,1,0
"Stylish 1BR, close to Union Square (22)",4590,1,1,708,"(37.772065, -122.404452)",1,1,0,1,0,0,1,0,0,1,1,0
"Furnished 1BR, 12min away from Lafayette Park (19)",4390,1,1,520,"(37.787397, -122.423416)",1,1,0,1,0,0,0,0,0,1,1,0
Franklin & Sutter/New Remodel/ $95 Move In Special!,3295,1,1,,"(37.787397, -122.423416)",1,1,0,1,0,0,0,0,0,0,1,0
Fully Furnished 1BR in South Beach (28),4190,1,1,650,"(37.781798, -122.38834)",0,0,0,0,1,0,1,0,0,1,1,0
"5min drive from City Hall, close to Market & Laguna St, 1BR (53)",5490,1,1,805,"(37.771841, -122.42702)",1,1,0,1,0,0,0,0,0,1,1,0
"5min from Bus Station, 2BR, Professional Interior Design (61)",5890,2,2,850,"(37.746031, -122.427981)",1,1,0,1,0,0,0,0,0,1,1,0
"Fully Furnished 1BR, 4min from bus, close to Union Square (3)",4890,1,1,750,"(37.790881, -122.410623)",1,1,0,0,1,0,0,0,0,1,1,0
Fabulous 1 Bedroom Garden Apartment Remodeled Open tonight 8-8:30PM,3195,1,1,700,"(37.750761, -122.477149)",0,0,0,0,1,0,0,0,0,0,0,0
Mission/Liberty Hill two-bedroom apt.,3700,2,1,,"(37.75684, -122.422157)",0,0,0,0,0,0,0,0,0,0,0,0
PRIME PACIFIC HEIGHTS,4800,1,1,,"(37.7856, -122.4358)",0,0,0,0,0,0,0,0,0,0,0,0
PRIME PACIFIC HEIGHTS,3800,1,1,,"(37.793347, -122.434734)",0,0,0,0,0,0,0,0,0,0,0,0
Pierce & McAllister/Available Now!Pets Ok!$95 Move In Special!,4895,2,1,,"(37.778346, -122.435079)",1,1,0,1,0,0,0,0,0,0,1,0
Fulton & Steiner/Great Location!Pets Ok!W&D/$95 Move In Special!,4695,2,1,,"(37.777507, -122.433085)",1,1,0,1,0,0,0,0,0,0,1,0
Dolores & 24th/Available Now/Pets Ok/Roofdeck! $95 Move In Special!,4595,2,1,,"(37.752393, -122.425264)",1,1,0,1,0,0,0,0,0,0,1,0
Lombard & Polk/Available Now/Pets Ok/$95 Move In Special!,4895,2,2,,"(37.801506, -122.423236)",1,1,0,1,0,0,0,0,0,0,1,0
"Top Floor 2br/1ba Remodled Flat w/ laundry, pkg ~ J.Wavro",3700,2,1,,"(37.746782, -122.475902)",0,0,0,1,0,0,1,0,0,0,0,0
Leavenworth & Bush/Available Now/W&D/Pets Ok/$95 Move In Special!,3095,1,1,,"(37.789511, -122.41541)",1,1,0,1,0,0,0,0,0,0,1,0
Scott & Prado/Available Now/Pets Ok/1 Bed + Den! $95 Move In Special!,4695,1,1,,"(37.804917, -122.442132)",1,1,0,1,0,0,0,0,0,0,1,0
Powell & Pine/Available Now/Pets Ok/ $95 Move In Special!,4695,2,1,,"(37.790836, -122.408925)",1,1,0,1,0,0,0,0,0,0,1,0
Powell & Pine/Available Now/Pets Ok/$95 Move In Special!,4795,2,2,,"(37.790836, -122.408925)",1,1,0,1,0,0,0,0,0,0,1,0
Romolo & Grant/Available Now/Great Location/ $95 Move In Special!,5295,2,1,,"(37.798207, -122.406292)",1,1,0,1,0,0,0,0,0,0,1,0
Buchanan & Haight/Top FL Corner Unit!Available Now!$95 Move In Special,4995,2,2,,"(37.772525, -122.427158)",1,1,0,1,0,0,0,0,0,0,1,0
Buchanan & Hermann/Pets Ok!Top FL!$95 Move In Special!,4695,1,1,,"(37.77044, -122.426683)",1,1,0,0,1,0,0,0,0,0,1,0
Pine & Stockton/W&D!Available Now!Pets Ok! $95 Move In Special!,4595,2,2,,"(37.791205, -122.40806)",1,1,0,1,0,0,0,0,0,0,1,0
Taylor & Jackson/LARGE 1 Bed/Available Now!/Views!$95 Move In Special!,3995,1,1,,"(37.794679, -122.413083)",1,1,0,0,1,0,0,0,0,0,1,0
Lyon & Golden Gate/Available Now/Pets Ok!$95 Move In Special!,4695,2,1,,"(37.778089, -122.443507)",1,1,0,0,0,0,0,0,0,0,1,0
Bright Top Floor Inner Richmond Remodeled Apt w/ WD! ~ J.Wavro,3995,2,1,,"(37.775077, -122.470298)",0,0,0,1,0,0,0,0,0,0,0,0
发议球场代化的浴,3800,2,2,,"(37.7694, -122.3867)",1,1,0,1,0,0,1,0,0,1,0,0
NOPA/1819Golden Gate&Broderick/W/D in unit/Available Now!!,4095,2,1,,"(37.778472, -122.440517)",1,1,0,1,0,0,0,0,0,0,0,0
Soma/1051Minna&Mission/Remodeled/Bart/Muni/Available Now!,4495,2,1,,"(37.773192, -122.417386)",1,1,0,0,0,0,0,0,0,0,0,0
Nob Hill/835 Pine&Powell/Remodeled/W/D in unit/Available Now!!,3895,1,1,,"(37.791017, -122.409547)",1,1,0,1,0,0,0,0,0,0,0,0
"Ashbury Heights 2bd w/views, pkg, w/d ~ J.Wavro",4350,2,1,,"(37.763987, -122.444412)",0,1,0,1,0,0,1,0,0,0,0,0
Studio/Castro/3744 16th/Huge Deck/Amazing Views/Available Now!!,3295,1,1,,"(37.76404, -122.435955)",1,1,0,0,0,0,0,0,0,0,0,0
*XL*2nd Floor Front Corner Apt*Sunny*CARPET*Laundry-*Lobby Entrance*,2495,1,1,,"(37.782652, -122.470846)",0,0,0,0,1,0,0,0,0,0,1,0
PRIME SPOT!|An Urban Oasis|WALK~Dine|$1500 DEPOSIT|2 WEEKS RENT FREE!|,4595,2,1,1201,"(37.791965, -122.424341)",1,0,0,0,0,1,1,0,0,0,1,0
3BR In Valencia Corridor|TEXT MELODY!|$1500 DEPOSIT!|2 WEEKS RENT FREE,5495,3,1,940,"(37.755295, -122.420964)",1,1,0,1,0,0,0,0,0,0,1,0
Remodeled 2 bedroom Central Richmond Unit ~ J.Wavro,3195,2,1,,"(37.778457, -122.478166)",0,0,0,0,1,0,0,0,0,0,0,0
3 BEDROOM/2.5 BATH|$1500 DEPOSIT|View w/MELODY ask about FREE Storage,6550,3,2.5,1818,"(37.765925, -122.466442)",1,1,0,1,0,0,1,0,0,0,1,0
Adorable 1BR/1BA Apartment for Rent,2000,1,1,,"(37.7195, -122.4411)",0,0,0,0,0,0,0,0,0,0,0,0
2 BR / 2 Full BA Spacious Loft Apartment,3550,2,2,1800,"(37.750477, -122.401214)",0,0,0,0,0,0,1,0,0,0,1,0
Welcome to this bright upstairs home in quiet location. Beautiful woo,1000,2,3,959,"(37.2458, -121.8306)",1,0,0,0,0,0,0,0,0,1,0,0
Fully furnished 1 bedroom suite in inner sunset,850,1,1,,"(37.7593, -122.4836)",0,0,0,0,1,0,1,0,0,0,0,0
Available 2 Big Rooms apartment with everything you need,500,2,1,,"(37.7999, -122.4342)",0,0,0,0,0,0,0,0,0,0,0,0
Contemporary 1 bed/1 bath studio in Outer Mission near Mission St,999,1,1,,"(37.7195, -122.4411)",1,1,0,0,0,0,0,0,0,1,1,0
"2bedroom 1 bath, living room laundry room kitchen on 2nd floor unit.",890,2,1,950,"(37.7195, -122.4411)",0,0,0,0,0,0,0,0,0,0,0,1
DO NOT GIVE THIS GUY ANY MONEY,1000,2,2,2800,"(37.7929, -122.4079)",0,0,0,1,0,0,1,0,0,0,0,0
[2 Weeks Only] 1350ft2 - Private Room With Private Bath - Mission Bay,900,1,1,,"(37.772931, -122.389717)",0,0,0,1,0,0,0,0,0,1,1,0
1 Room available in a 3 bedroom apartment in Sunset,950,3,2,,"(37.7593, -122.4836)",0,0,0,0,0,0,0,0,0,0,1,0
4 Beds | 2 Baths$$ 920,920,4,3,,"(33.0954, -117.2619)",0,0,0,0,0,0,0,0,0,0,0,0
Step into the foyer that seamlessly flows $$720,720,2,2,,"(33.2407, -117.3025)",0,0,0,0,0,0,0,0,0,0,0,0
In-Law Rental Unit,1000,1,1,,"(37.729246, -122.449708)",0,0,0,0,0,0,0,0,0,0,0,0
If you see a scam POST SCAM AND THE INFO Once verified,660,1,1.5,1000,"(37.7725, -122.4147)",1,1,0,1,0,0,0,0,0,1,1,1
"New Studio , Private Entrance",995,1,1,300,"(37.6787, -122.478)",0,0,0,0,1,0,0,0,0,0,1,0
"New Studio , Private Entrance",995,1,1,300,"(37.6787, -122.478)",0,0,0,0,1,0,0,0,0,0,1,0
"New Studio , Private Entrance",995,1,1,300,"(37.6787, -122.478)",0,0,0,0,1,0,0,0,0,0,1,0
"Wonderful 1 Bedroom 1 Bath Ready for Lease, Nice Layout",620,1,1,,"(37.0313, -122.1198)",0,0,0,1,0,0,0,0,0,0,0,0
1 Bed / 1 Bath,750,1,1,1473,"(37.8071, -122.2851)",1,1,0,0,0,0,1,0,0,1,0,1
Beautiful Hardwood flooring 1 Bedroom 1 Bathroom in popular Neighborho,660,1,1,,"(37.4443, -122.1497)",0,0,0,1,0,0,0,0,0,0,0,0
Beautiful Hardwood flooring 1 Bedroom 1 Bathroom Apt,645,1,1,,"(37.318, -122.0449)",0,0,0,1,0,0,0,0,0,0,0,0
Wonderful one bedroom one bath apartment W BATH KITCHEN,610,1,1,,"(37.8664, -122.257)",0,0,0,1,0,0,0,0,0,0,0,0
"First Month's Rent, FREE! Call For Details!",932,2,1,2300,"(38.323893, -122.314997)",1,1,0,1,0,0,0,0,1,0,0,0
Fully furnished bedroom apartment,850,3,1.5,,"(37.4647, -122.2304)",1,1,0,1,0,0,1,0,0,1,1,1
Fully Furnished 1 bedroom available in scotts valley,850,1,1,,"(37.0597, -122.0152)",0,0,0,0,1,0,1,0,0,0,0,0
Recently renovated 1 bedroom for rent in millbrae,850,1,1,,"(37.6004, -122.402)",0,0,0,0,1,0,1,0,0,0,0,0
Spectacular one bedroom apartment in morgan hill,850,1,1,,"(37.1353, -121.6501)",0,0,0,0,1,0,1,0,0,0,0,0
Stop by to find out about our specials!!!!!!!!!!!!!,642,1,0,,"(30.1582, -92.0236)",1,1,0,1,0,0,0,0,0,0,0,0
2Beds for Rent,900,2,1,957,"(37.306342, -121.949066)",1,1,0,1,0,0,1,0,0,0,0,1
Ideal One Bedroom With Third Floor View!!,695,1,1,2597,"(37.843953, -122.294186)",1,1,0,1,0,0,1,0,0,0,1,0
787/PERSON - TOTAL RENT $3150- 2 MONTHS OFF TODAY!NEAR UCSC,787,1,1,818,"(36.96363, -122.056784)",1,1,0,0,1,0,0,0,1,0,0,0
THIS LISTING IS A*SCAM****$900 Perfect Beautiful 1Bedroom Santa cruz,900,1,0,,"(37.0313, -122.1198)",1,0,0,0,0,0,0,0,0,0,0,0
Immaculate 1 bedroom condo in Santa Rosa Near S.R. High School,985,1,1,,"(38.4534, -122.6878)",1,1,0,0,0,0,0,0,0,1,1,0
Fully remodeled redwood city 740sf 1 bedroom apartment,975,1,1,,"(37.4815, -122.2091)",1,1,0,0,0,0,0,0,0,1,1,0
Charming 1 bedroom condo~ Great location for UC Berkeley students!!,990,1,1,,"(37.8784, -122.2655)",1,1,0,0,0,0,0,0,0,1,1,0
This unit is available now,900,1,1,600,"(37.0139, -121.5773)",1,1,0,1,0,0,0,0,0,0,0,0
vintgage bungalow recently refurbished,1000,1,1,800,"(37.4443, -122.1497)",1,1,0,1,0,0,0,0,0,0,0,0
Room with private bath - Awesome/Secure  area,1000,1,1,,"(37.5368, -122.032)",0,0,0,1,0,0,0,0,0,0,0,0
Stockton Townhouse Apts - A QUIET GARDEN SETTING,925,1,1,,"(37.978371, -121.321163)",0,0,0,0,0,1,0,0,1,0,0,0
BEAUTIFULLY REMODELED + SPARKLING POOL  + WINE COUNTRY LIVING!!!,995,1,1,,"(38.122375, -121.262777)",0,0,0,0,0,0,0,0,0,0,0,0
Everything You Need. All Right Here.,925,1,1,625,"(37.986977, -121.319239)",0,0,0,0,0,1,0,0,0,0,1,0
"Ubicación, y Conveniencia.",925,1,1,625,"(37.986977, -121.319239)",0,0,0,0,0,1,0,0,0,0,1,0
❖ Cozy up this Fall in your new home,975,1,1,625,"(37.986977, -121.319239)",0,0,0,0,0,1,0,0,0,0,1,0
Acomódate este otoño en tu nuevo hogar,975,1,1,625,"(37.986977, -121.319239)",0,0,0,0,0,1,0,0,0,0,1,0
WINE COUNTRY LIVING! MODERN AND WAITING FOR YOU!,995,1,1,,"(38.122375, -121.262777)",0,0,0,0,0,0,0,0,0,0,0,0
WINE COUNTRY LIVING! MODERN AND WAITING FOR YOY!,995,1,1,,"(38.122375, -121.262777)",0,0,0,0,0,0,0,0,0,0,0,0
"WINE COUNTRY LIVING! SPARKLING POOL, REMODELED, AND MORE! CALL TODAY!",995,1,1,,"(38.122375, -121.262777)",0,0,0,0,0,0,0,0,0,0,0,0
WINE COUNTRY LIVING! MODERN AND WAITING FOR YOY!,995,1,1,,"(38.122375, -121.262777)",0,0,0,0,0,0,0,0,0,0,0,0
REMODELED + SPARKLING POOL  + WINE COUNTRY LIVING!!!,995,1,1,,"(38.122375, -121.262777)",0,0,0,0,0,0,0,0,0,0,0,0
"WINE COUNTRY LIVING! SPARKLING POOL, REMODELED, AND MORE! CALL TODAY!",995,1,1,,"(38.122375, -121.262777)",0,0,0,0,0,0,0,0,0,0,0,0
3b 1 ba house for rent available now In Stockton,335,3,1,,"(42.3182, -79.3758)",0,0,0,0,0,0,0,0,0,0,0,0
1 Br / 1 Bath Available at 404 W Oak St in Stockton,925,1,1,,"(37.957582, -121.297978)",0,0,0,0,1,0,0,0,0,0,1,0
Newly renovated 2 bedroom apartment available!,900,2,2,,"(37.9625, -121.2624)",0,0,0,0,0,0,0,0,0,0,0,0
2 bedroom 1 bathroom,850,2,1,1000,"(37.9606, -121.2871)",1,1,0,0,0,0,0,0,0,0,0,0
"Refrigerator, Private balconies upstairs, Dishwasher",975,1,1,539,"(38.013651, -121.293322)",1,1,0,0,0,1,0,0,1,0,1,0
Duplex in Classic House,770,2,1,700,"(37.9606, -121.2871)",1,1,0,0,0,0,0,0,0,0,0,0
MODERN LIVING IN WINE COUNTRY! WILL GO FAST! CALL TODAY!,995,1,1,,"(38.122375, -121.262777)",0,0,0,0,0,0,0,0,0,0,0,0
"Secure, bricked, lighted and covered U.S. Mail delivery, Dishwasher",975,1,1,539,"(38.013651, -121.293322)",1,1,0,0,0,1,0,0,1,0,1,0
Two-bath room-Three-bedroom Home Monterey Bay,871,3,2,1910,"(34.0324, -119.1343)",1,1,0,0,0,0,0,0,0,0,0,0
Nice Apartment in Modesto,950,2,1,,"(37.638704, -120.981188)",0,0,0,0,1,0,0,1,0,0,0,0
BEAUTIFUL ***STUDIO HOME***!  CALL TODAY TO LOCK IN THIS DEAL!,850,1,1,,"(37.650783, -120.969108)",0,0,0,0,0,1,0,0,1,0,0,0
***REMODELED GEM! RV PARKING + STORAGE UNITS! CALL TODAY TO TOUR!,950,1,1,,"(37.650783, -120.969108)",0,0,0,0,0,1,0,0,1,0,0,0
***STUDIO UNIT!  REMODELED BEAUTY! POOLS! CALL TODAY TO LOCK IN!,850,1,1,,"(37.650783, -120.969108)",0,0,0,0,0,1,0,0,1,0,0,0
***REMODELED MODESTO GEM! CALL TODAY TO TOUR! WILL GO FAST!,950,1,1,,"(37.650783, -120.969108)",0,0,0,0,0,1,0,0,1,0,0,0
Turlock- close to university and shopping centers(Travelling nurse),650,1,0,,"(37.529724, -120.854403)",0,0,0,0,0,1,0,0,0,0,0,0
LPM - 1427 Tully Road #7,950,1,1,960,"(37.6746, -121.0113)",0,0,0,0,0,0,0,0,0,0,0,0
Home sweet home,650,1,1,900,"(38.5498, -121.4583)",1,1,0,0,0,0,0,0,0,1,0,0
"1 bed 1 bath apartment 16th Ave, near Sac City College",900,1,0,650,"(38.5347, -121.4451)",1,0,0,0,0,0,0,0,0,0,0,0
"Downstairs 1Bedroom, 1Bathroom apartment",800,1,1,800,"(38.578155, -121.467095)",1,1,0,1,0,0,0,0,1,0,0,0
Open Saturday...Schedule An Appointment!,995,1,1,560,"(38.668236, -121.327262)",0,0,0,0,0,1,0,0,0,0,0,0
1 Bedroom 1 Bath-**Available SOON**Check Us Out**,975,1,1,600,"(38.59998, -121.41972)",0,0,0,0,0,1,0,0,1,0,0,0
Gold Ridge Apartment  MOVE IN SPECIAL- $250 OFF THE FIRST MOUTH RENT!,999,1,1,650,"(38.5662, -121.3286)",1,1,0,0,0,1,0,0,1,0,1,0
1 BD ! ONLY ONE LEFT!!WILL GO FAST!! APPLY TODAY!,995,1,1,603,"(38.678337, -121.275983)",1,1,0,0,0,1,0,0,0,0,0,0
Call Today For More Information!,995,1,1,560,"(38.668236, -121.327262)",0,0,0,0,0,1,0,0,0,0,0,0
